tweet,label
right in the fucking pussy,profane
lax gun laws? Ur retarded. There's murder there bcuz no one can defend themselves. Only crooks have guns there,not profane
"HEY! I'M still on LambdaMOO. (and it really is empty, nobody to talk to except that asshole bird...)",profane
feels like a video a band would pussy out on releasing. Thank god spiritualized is still around to make up for it all.,profane
learn how to type ya hillbilly,profane
"real girls like ""impress me bitch"" &#128075;",profane
bailey is gettin pussy,profane
humans are evil man. Cutting tusks of these beautiful animals so chinks think the get a hard on.,profane
I'm on my way to the gym already but thx bitch,profane
so when a certain season comes around it's time to be a hoe,profane
"Chris stop your angry bird spitting n Dana go hail ur racial tendicies, u didn't infor, carter rt n u never talk abt him",not profane
"now jimmy want to talk trash would've ,should've, could've now, Chris stop talking and spitting!!!!!!!!!!!!!!",not profane
and you're a hoe,profane
bitch where you goin?,profane
bitch where you going?,profane
"hoe""",profane
k bitch niggas,profane
being a stupid bitch apparently.,profane
indeed I did nigga is too over used so I use nigger,profane
Diaval gets a pass by virtue of mostly being a bird.,not profane
"last year i had to explain why ""queer theory"" is the acceptable academic term",not profane
"......bitch &#128530; yeah it was me.. Caught me red handed, sorry",profane
Merry Christmas Hun ! &#127877;&#127876;&#10084;&#65039;,not profane
fuck Olive that bitch,profane
bitch look like she gon blow away fr!,profane
nd you kno how much I love clams lol,not profane
you kno I love stuffed clams bai,not profane
"don't stop now half breed, I'm just starting to learn about what makes you a dumb ass",profane
they already have. Are you retarded?,profane
crazy bitch why,profane
Are you sure you ain't colored?,profane
lol I don't got nothin against nobody witta man. I'm just sayin summa these hoes be lyingggggg,profane
nigger,profane
ayy might as well get. Fat hoes don't even like abs nomo they like balla bellys,profane
bitch no u not u look like a full breaded cracker,profane
yea native and black proud then a bitch,profane
"and how is that what I'm suppose to go for the team who beat us, that's retarded",profane
really u use in another nigga name and u follow a nigga who doesn't fucking like you your a faggot kok eyed mother fucker,profane
then bitch how about u go read wtf I put then,profane
"I never played Halo, too busy slaying bitches",profane
probs that fag Vhia,profane
dgaf hoe,profane
do i have to repeat myself u white trash,profane
I wouldn't know cause i don't fuck with these hoes,profane
lol its #hoe bitch ass,profane
"""that hoe over there""",profane
boooooi that's TMI for these hoes,profane
&#9829;,profane
only if its yellow cake &amp; chocolate frosting,not profane
he looks like a pretty dyke&#128129;&#10024;,profane
"Kept the border open to disease from Central America, lowest workforce part. % since Carter, yep, a real boon to NC.",not profane
all u can pull is the fucking retard,profane
my bitch doesn't even know you so wtf r u talking about nigga stop fucking dreaming,profane
yo fat ugly ass couldn't even pull the ugly bitch in the school,profane
Somebody who's that much of a moron and a pussy doesn't belong on the force.,profane
did you make an animal cracker taco,not profane
is it full of niggers,profane
lmaoooo that hoe look like &#128058;,profane
naw he should drop that bitch off in south Dallas with the rest of the homeless dogs,profane
tell me this nigga ain't purple then a bitch nigga not black http://t.co/id4xcmv9zU,profane
Mammy push you out and had a white baby like a bitch,profane
big bro thought he was on house party's pajama jam like a bitch http://t.co/djuvhsBy84,profane
like bitch and a gram,profane
lol I would've beat that hoe up,profane
yeah man all my niggas dipped to the cars and left and I was in a barn getting chased by the ghetto bird,profane
young thug ain't earn his strips yet lol just a few 2k14 bangers. Wiz can do dat cuz he not a lil nigguh of the rap game lol,profane
I just don't wanna get looked at funny when I say nigger in public...,profane
basically any foams over a 8 ugly... All dem bitches look big long an floppy (nh),profane
the nerve of these hoes,profane
baker planted an M-80 in that bitch. When white guy lights the wick... &#128163;,profane
monkey &amp; his cigarette. He's dead serious &#128514;,profane
so you was in a female DMs talking to another nigga... You're a faggot b,profane
tell me how that sounds stupid? You were pretending to be a female and talking to a guy. You a faggot,profane
what do you mean nice try? I'm right nigga. You a faggot. If you wanna argue bout anything else continue,profane
your bitch in Houston,profane
my boy said this last night. I'll be in the gym Bc I refuse to be sloppy like these bad built bitches lol,profane
oh bitch! ... I just saw your instagram post and I SCREAMED,profane
"""rate my hoe""",profane
that hoe suck,profane
I learned from the great Asia Torres &#128583; take notes bitch &#128514;&#128514;,profane
eew bitch get out of my carrrr,profane
See dis what happens when a colored man move into &#160;'s neighborhood. He ain't been sick fo 10 days,profane
It's a nice way of callin y'all honkies,profane
And I really be thuggin wtf I look like hanging around some lil chipotle Jamba Juice ass bitches&#8221; like &#128686;&#128686; &#128557;&#128514;&#128557;&#128514;,profane
is he chunky?,not profane
You are hairy like a monkey. : P,not profane
home of that one hoe Katrina,profane
shuddup hoe,profane
"ion have a FB, niggas on twitter ain't worried about me, &amp; them IG nigga foe EVERYBODY so try again &#128514; my BFFL got the hoes",profane
fuckin bitches talkin shit bout to get hit.,profane
shoulda came to my family's dinner tonight....we talked about shitting and negros.,profane
I ain't never orderin from no colored pizza stow,not profane
I see da dayd presidents coz my bitches and hoes be makin money day way,profane
im going to miss that big nig,profane
"lol @ all the kids that act ""redneck"" in Oviedo",profane
bitch,profane
"......monkey look, just like you!",not profane
bad ass bitch!,profane
I'm trash,not profane
honky tonk badonka ankh,not profane
lmaoo boy how you think Benny heard it lol i was blasting that bitch,profane
yea ima spin on yo hoe at about 15 after 12,profane
&#128514;&#128514;&#128128;&#128128;&#128128;&#128128;bitch you outta line,profane
r u still talking smh bitch idgaf what u is stfu talking to u just going around circles,profane
fuck up hoes meaning stfu hoes lol &#128517;,profane
fuck up hoes!,profane
happy birthday faggot.,profane
TOP NOTCH bitches,profane
if you're concerned about how much your lady makes then that's some bitch shit to me and you need your ego stroked,profane
"I see. So you feel betrayed, your racism comes out. Shocked you didn't call him Uncle Tom you bitter loser",not profane
faggot,profane
ok hoe,profane
&#128527;&#128527;&#128527; Yas bitch . Don't have too much fun,profane
trash*,not profane
you're not funny trash,not profane
by not being an unloyal retard,profane
That's hoser eh to you. http://t.co/QuLrtOWmLB,not profane
whatchu gon do bout it bitch,profane
I swear this is just disgraceful like a bitch line a really be dry all day I'll only get emails from pacsun ! &#128557;&#128299;,profane
"#Allah can KISS MY ASS! And yes, MUHAMMED was a bitch! Just like OSAMA BINLADEN!",profane
"I'm going to blame the black man, since they always blame ""whitey"" I'm an equal opportunity hater.",profane
my name is ollie bitch,profane
Pau pissed me off like Boozer pissed off Bulls fan... 2 soft faggots,profane
Simmons acted like a bitch when Doc left for LA.. &#128514;&#128514;,profane
The last planet of the apes with my kids... It's been a minute,not profane
it's twitter.. That's what folks do.. Same folks be mad when someone calls them a nigger on here..,profane
"nice lie #teabagger. Just because you want to see it doesn't make it real. Like Reagan was a conservative, another huge lie",not profane
"to ----&gt; get past boot camp, and go active a few years, see what we REALLY do daily you liberal pussy",profane
"I also recommend 6pack of shiner Bock and 12 hours of brisket duty at ""the pit"" feeding oak coals &#128521;",not profane
thank you so much. it was a bitch move of her to pull. but thank you &#10084;&#65039;,profane
fuck my tight pussy until I'm dripping wet,profane
haha you bitch &#128514; really tho it will be good to catch up yo ! It was pretty fun last time we chilled,profane
yo nig your a cheeseball.,profane
OUUUUUFFFFF you will see pussy,profane
karma a bitch bruhh,profane
I don't fight bitchez. They bitch during it to much.,profane
eat shit nigga bitch turd bag dick beetle,profane
not a bitch that's for sure,profane
ur a cunt nd a wish a was a faggot,profane
no ion gotta do a bitch ass thang if you dont like wtf im saying unfollow me,profane
retard alert,profane
playas fuck up too lmao but that's like on trash FORREAL you a crazy one I see &#128064;&#128064;&#128565;,profane
that spear chucker? Hell no.,profane
I blocked that annoying ass sand nigger claims to not be biased but yet no one can say anything about khan,profane
we should play together soon I've been playing with random faggots but it's fun,profane
at least put a caption when stealing the pic fag lol,profane
looks ghetto as fuck,profane
&amp; 4th my guinea pig will haunt you,profane
"i'm not a trash talker, brah. i'm polite and diplomatic on and off the court.",not profane
he is a pussy an wouldn't show up bro,profane
do it you pussy,profane
Shut up. And miss you too fag,profane
You can't see it but I'm flipping you the bird,not profane
hotter than a pussy in a pepper patch....who makes this shit up anyways...?,profane
